"source_record_id","name_vi","category","province_code","source","source_url","retrieved_on","location_text","reported_longitude","reported_latitude","key","province_source_url","province_match_method","map_id","match_method","coordinate_available","legal_status","review_status","candidate_map_ids","candidate_match_method","latitude","longitude","coordinate_source_url","reported_coordinate_check"
"kcn-kkt-kcn-minh-duc-hon-quan","KCN Minh Đức (Hớn Quản)","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-minh-duc-hon-quan","2026-09-10","Huyện Hớn Quản",,,"minh duc hon quan","https://kcn-kkt.com/kcn/kcn-minh-duc-hon-quan","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-minh-hung-han-quoc","KCN Minh Hưng - Hàn Quốc","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-minh-hung-han-quoc","2026-09-10","TX. Chơn Thành",,,"minh hung han quoc","https://kcn-kkt.com/kcn/kcn-minh-hung-han-quoc","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-minh-hung-iii","KCN Minh Hưng III","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-minh-hung-iii","2026-09-10","TX. Chơn Thành",,,"minh hung 3","https://kcn-kkt.com/kcn/kcn-minh-hung-iii","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-minh-hung-iii-mo-rong-giai-doan-ii","KCN Minh Hưng III - Mở rộng giai đoạn II","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-minh-hung-iii-mo-rong-giai-doan-ii","2026-09-10","TX. Chơn Thành",,,"minh hung 3 mo rong giai doan 2","https://kcn-kkt.com/kcn/kcn-minh-hung-iii-mo-rong-giai-doan-ii","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-minh-hung-sikico-giai-doan-ii","KCN Minh Hưng- Sikico - Giai đoạn II","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-minh-hung-sikico-giai-doan-ii","2026-09-10","Huyện Hớn Quản",,,"minh hung sikico giai doan 2","https://kcn-kkt.com/kcn/kcn-minh-hung-sikico-giai-doan-ii","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-minh-hung-sikico","KCN Minh Hưng-Sikico","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-minh-hung-sikico","2026-09-10","Huyện Hớn Quân",,,"minh hung sikico","https://kcn-kkt.com/kcn/kcn-minh-hung-sikico","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-minh-hung-sikico-giai-doan-ii-hon-quan","KCN Minh Hưng-Sikico - Giai đoạn II (Hớn Quản)","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-minh-hung-sikico-giai-doan-ii-hon-quan","2026-09-10","Huyện Hớn Quản",,,"minh hung sikico giai doan 2 hon quan","https://kcn-kkt.com/kcn/kcn-minh-hung-sikico-giai-doan-ii-hon-quan","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-minh-lap-va-minh-hung","KCN Minh Lập và Minh Hưng","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-minh-lap-va-minh-hung","2026-09-10","TX. Chơn Thành",,,"minh lap va minh hung","https://kcn-kkt.com/kcn/kcn-minh-lap-va-minh-hung","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-mo-nang","KCN Mo Nạng","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-mo-nang","2026-09-10","Huyện Vĩnh Cửu",,,"mo nang","https://kcn-kkt.com/kcn/kcn-mo-nang","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-nam-dong-phu","KCN Nam Đông Phú","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-nam-dong-phu","2026-09-10","Huyện Đông Phú",,,"nam dong phu","https://kcn-kkt.com/kcn/kcn-nam-dong-phu","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-nam-dong-phu-giai-doan-iii","KCN Nam Đông Phú - Giai đoạn III","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-nam-dong-phu-giai-doan-iii","2026-09-10","Huyện Đông Phú",,,"nam dong phu giai doan 3","https://kcn-kkt.com/kcn/kcn-nam-dong-phu-giai-doan-iii","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-nam-dong-phu-mo-rong-giai-doan-ii","KCN Nam Đông Phú- Mở rộng giai đoạn II","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-nam-dong-phu-mo-rong-giai-doan-ii","2026-09-10","Huyện Đông Phú",,,"nam dong phu mo rong giai doan 2","https://kcn-kkt.com/kcn/kcn-nam-dong-phu-mo-rong-giai-doan-ii","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-nhon-trach-i","KCN Nhơn Trạch I","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-nhon-trach-i","2026-09-10","Xã Hiệp Phước, Phước Thiên và Phú Hội, huyện Nhơn Trạch.",,,"nhon trach 1","https://kcn-kkt.com/kcn/kcn-nhon-trach-i","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-nhon-trach-ii","KCN Nhơn Trạch II","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-nhon-trach-ii","2026-09-10","Huyện Nhơn Trạch",,,"nhon trach 2","https://kcn-kkt.com/kcn/kcn-nhon-trach-ii","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-nhon-trach-ii-loc-khang","KCN Nhơn Trạch II - Lộc Khang","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-nhon-trach-ii-loc-khang","2026-09-10","Xã Hiệp Phước, Phú Hội, huyện Nhơn Trạch.",,,"nhon trach 2 loc khang","https://kcn-kkt.com/kcn/kcn-nhon-trach-ii-loc-khang","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-nhon-trach-ii-nhon-phu","KCN Nhơn Trạch II - Nhơn Phú","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-nhon-trach-ii-nhon-phu","2026-09-10","Xã Hiệp Phước và Phú Hội, huyện Nhơn Trạch",,,"nhon trach 2 nhon phu","https://kcn-kkt.com/kcn/kcn-nhon-trach-ii-nhon-phu","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-nhon-trach-iii-giai-doan-1-formosa","KCN Nhơn Trạch III - Giai đoạn 1 (Formosa)","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-nhon-trach-iii-giai-doan-1-formosa","2026-09-10","Quốc lộ 51, Huyện Nhơn Trạch",,,"nhon trach 3 giai doan 1 formosa","https://kcn-kkt.com/kcn/kcn-nhon-trach-iii-giai-doan-1-formosa","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-nhon-trach-iii-giao-doan-2","KCN Nhơn Trạch III - Giao đoạn 2","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-nhon-trach-iii-giao-doan-2","2026-09-10","Huyện Nhơn Trạch",,,"nhon trach 3 giao doan 2","https://kcn-kkt.com/kcn/kcn-nhon-trach-iii-giao-doan-2","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-nhon-trach-v","KCN Nhơn Trạch V","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-nhon-trach-v","2026-09-10","Huyện Nhơn Trạch",,,"nhon trach 5","https://kcn-kkt.com/kcn/kcn-nhon-trach-v","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-nhon-trach-vi","KCN Nhơn Trạch VI","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-nhon-trach-vi","2026-09-10","Xã Long Thọ, huyện Nhơn Trạch.",,,"nhon trach 6","https://kcn-kkt.com/kcn/kcn-nhon-trach-vi","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-ong-keo","KCN Ông Kéo","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-ong-keo","2026-09-10","Xã Phước Khánh, huyện Nhơn Trạch",,,"ong keo","https://kcn-kkt.com/kcn/kcn-ong-keo","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-phu-rieng-phu-rieng-159-ha-va-dong-phu-334-ha","KCN Phú Riêng (Phú Riêng 159 ha và Đông Phú 334 ha)","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-phu-rieng-phu-rieng-159-ha-va-dong-phu-334-ha","2026-09-10","Huyện Đông Phú và huyện Hớn Quản",,,"phu rieng phu rieng 159 ha va dong phu 334 ha","https://kcn-kkt.com/kcn/kcn-phu-rieng-phu-rieng-159-ha-va-dong-phu-334-ha","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-phuoc-an","KCN Phước An","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-phuoc-an","2026-09-10","Huyện Nhơn Trạch",,,"phuoc an","https://kcn-kkt.com/kcn/kcn-phuoc-an","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-phuoc-an-giai-doan-2","KCN Phước An (Giai đoạn 2)","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-phuoc-an-giai-doan-2","2026-09-10","Huyện Nhơn Trạch",,,"phuoc an giai doan 2","https://kcn-kkt.com/kcn/kcn-phuoc-an-giai-doan-2","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-phuoc-binh","KCN Phước Bình","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-phuoc-binh","2026-09-10","Huyện Long Thành",,,"phuoc binh","https://kcn-kkt.com/kcn/kcn-phuoc-binh","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-phuoc-binh-2","KCN Phước Bình 2","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-phuoc-binh-2","2026-09-10","Huyện Long Thành",,,"phuoc binh 2","https://kcn-kkt.com/kcn/kcn-phuoc-binh-2","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-phuoc-binh-2-giai-doan-2","KCN Phước Bình 2 (Giai đoạn 2)","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-phuoc-binh-2-giai-doan-2","2026-09-10","Huyện Long Thành",,,"phuoc binh 2 giai doan 2","https://kcn-kkt.com/kcn/kcn-phuoc-binh-2-giai-doan-2","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-song-may-giai-doan-1","KCN Sông Mây - Giai đoạn 1","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-song-may-giai-doan-1","2026-09-10","Huyện Trảng Bom",,,"song may giai doan 1","https://kcn-kkt.com/kcn/kcn-song-may-giai-doan-1","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-song-may-giai-doan-2","KCN Sông Mây - Giai đoạn 2","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-song-may-giai-doan-2","2026-09-10","Huyện Trảng Bom và huyện Vĩnh Cửu",,,"song may giai doan 2","https://kcn-kkt.com/kcn/kcn-song-may-giai-doan-2","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-suoi-tre","KCN Suối Tre","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-suoi-tre","2026-09-10","Xã Suối Tre, Long Khánh",,,"suoi tre","https://kcn-kkt.com/kcn/kcn-suoi-tre","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-tan-khai-hon-quan","KCN Tân Khai (Hớn Quản)","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-tan-khai-hon-quan","2026-09-10","Huyện Hớn Quản",,,"tan khai hon quan","https://kcn-kkt.com/kcn/kcn-tan-khai-hon-quan","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-tan-khai-ii","KCN Tân Khai II","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-tan-khai-ii","2026-09-10","Huyện Hớn Quản",,,"tan khai 2","https://kcn-kkt.com/kcn/kcn-tan-khai-ii","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-tan-phu","KCN Tân Phú","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-tan-phu","2026-09-10","Thị trấn Tân Phú, huyện Tân Phú.",,,"tan phu","https://kcn-kkt.com/kcn/kcn-tan-phu","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-tan-phu-giai-doan-2","KCN Tân Phú (Giai đoạn 2)","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-tan-phu-giai-doan-2","2026-09-10","Huyện Tân Phú",,,"tan phu giai doan 2","https://kcn-kkt.com/kcn/kcn-tan-phu-giai-doan-2","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-tan-phu-mo-rong","KCN Tân Phú (mở rộng)","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-tan-phu-mo-rong","2026-09-10","Huyện Tân Phú",,,"tan phu mo rong","https://kcn-kkt.com/kcn/kcn-tan-phu-mo-rong","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-thanh-binh","KCN Thanh Bình","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-thanh-binh","2026-09-10","Đồng Xoài",,,"thanh binh","https://kcn-kkt.com/kcn/kcn-thanh-binh","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-thanh-dung","KCN Thanh Dung","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-thanh-dung","2026-09-10","Lộc Ninh",,,"thanh dung","https://kcn-kkt.com/kcn/kcn-thanh-dung","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-v-com","KCN V.Com","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-v-com","2026-09-10","Lộc Ninh",,,"5 com","https://kcn-kkt.com/kcn/kcn-v-com","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-viet-kieu","KCN Việt Kiều","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-viet-kieu","2026-09-10","Huyện Hớn Quân",,,"viet kieu","https://kcn-kkt.com/kcn/kcn-viet-kieu","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-xuan-hoa","KCN Xuân Hòa","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-xuan-hoa","2026-09-10","Huyện Xuân Lộc",,,"xuan hoa","https://kcn-kkt.com/kcn/kcn-xuan-hoa","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-xuan-loc-mo-rong","KCN Xuân Lộc mở rộng","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-xuan-loc-mo-rong","2026-09-10","Huyện Xuân Lộc",,,"xuan loc mo rong","https://kcn-kkt.com/kcn/kcn-xuan-loc-mo-rong","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-xuan-que-song-nhan","KCN Xuân Quế - Sông Nhan","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-xuan-que-song-nhan","2026-09-10","Huyện Cẩm Mỹ",,,"xuan que song nhan","https://kcn-kkt.com/kcn/kcn-xuan-que-song-nhan","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-xuan-thien","KCN Xuân Thiện","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-xuan-thien","2026-09-10","Huyện Thống Nhất",,,"xuan thien","https://kcn-kkt.com/kcn/kcn-xuan-thien","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-khu-cong-nghiep-go-dau","Khu Công nghiệp Gò Dầu","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/khu-cong-nghiep-go-dau","2026-09-10","Huyện Long Thành, tỉnh Đông Nai",,,"go dau","https://kcn-kkt.com/kcn/khu-cong-nghiep-go-dau","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-khu-cong-nghiep-suoi-tre","Khu Công nghiệp Suối Tre","industrial_park","75","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/khu-cong-nghiep-suoi-tre","2026-09-10","Thành phố Long Khánh, tỉnh Đồng Nai",,,"suoi tre","https://kcn-kkt.com/kcn/khu-cong-nghiep-suoi-tre","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-ba-sao","KCN Ba Sao","industrial_park","82","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-ba-sao","2026-09-10","Huyện Cao Lãnh",,,"ba sao","https://kcn-kkt.com/kcn/kcn-ba-sao","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-binh-dong","KCN Bình Động","industrial_park","82","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-binh-dong","2026-09-10","Thị xã Gò Công",,,"binh dong","https://kcn-kkt.com/kcn/kcn-binh-dong","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-binh-thach","KCN Bình Thạch","industrial_park","82","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-binh-thach","2026-09-10","Thành phố Hồng Ngự",,,"binh thach","https://kcn-kkt.com/kcn/kcn-binh-thach","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-binh-thanh-dong-thap","KCN Bình Thạnh","industrial_park","82","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-binh-thanh-dong-thap","2026-09-10","TP Hồng Ngự",,,"binh thanh","https://kcn-kkt.com/kcn/kcn-binh-thanh-dong-thap","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-cao-lanh-ii","KCN Cao Lãnh II","industrial_park","82","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-cao-lanh-ii","2026-09-10","Huyện Cao Lãnh",,,"cao lanh 2","https://kcn-kkt.com/kcn/kcn-cao-lanh-ii","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-cao-lanh-ii-mo-rong","KCN Cao Lãnh II mở rộng","industrial_park","82","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-cao-lanh-ii-mo-rong","2026-09-10","Huyện Cao Lãnh",,,"cao lanh 2 mo rong","https://kcn-kkt.com/kcn/kcn-cao-lanh-ii-mo-rong","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-cao-lanh-iii","KCN Cao Lãnh III","industrial_park","82","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-cao-lanh-iii","2026-09-10","Huyện Cao Lãnh",,,"cao lanh 3","https://kcn-kkt.com/kcn/kcn-cao-lanh-iii","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-dich-vu-dau-khi-soai-rap","KCN Dịch vụ đầu khi Soài Rạp","industrial_park","82","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-dich-vu-dau-khi-soai-rap","2026-09-10","Huyện Gò Công Đông",,,"dich vu dau khi soai rap","https://kcn-kkt.com/kcn/kcn-dich-vu-dau-khi-soai-rap","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-dinh-ba","KCN Định Bà","industrial_park","82","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-dinh-ba","2026-09-10","Huyện Tân Hồng",,,"dinh ba","https://kcn-kkt.com/kcn/kcn-dinh-ba","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-go-cong-1","KCN Gò Công 1","industrial_park","82","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-go-cong-1","2026-09-10","Gò Công",,,"go cong 1","https://kcn-kkt.com/kcn/kcn-go-cong-1","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-go-cong-2","KCN Gò Công 2","industrial_park","82","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-go-cong-2","2026-09-10","Gò Công",,,"go cong 2","https://kcn-kkt.com/kcn/kcn-go-cong-2","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-hoa-tan","KCN Hòa Tân","industrial_park","82","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-hoa-tan","2026-09-10","Huyện Châu Thành",,,"hoa tan","https://kcn-kkt.com/kcn/kcn-hoa-tan","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-hoa-tan-mo-rong","KCN Hòa Tân mở rộng","industrial_park","82","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-hoa-tan-mo-rong","2026-09-10","Huyện Châu Thành",,,"hoa tan mo rong","https://kcn-kkt.com/kcn/kcn-hoa-tan-mo-rong","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-phu-tan","KCN Phú Tân","industrial_park","82","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-phu-tan","2026-09-10","Huyện Tân Phú Đông",,,"phu tan","https://kcn-kkt.com/kcn/kcn-phu-tan","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-song-hau-2-mo-rong","KCN Sông Hậu 2 mở rộng","industrial_park","82","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-song-hau-2-mo-rong","2026-09-10","Huyện Lập Vò",,,"song hau 2 mo rong","https://kcn-kkt.com/kcn/kcn-song-hau-2-mo-rong","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-song-hau-3","KCN Sông Hậu 3","industrial_park","82","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-song-hau-3","2026-09-10","Huyện Lai Vung",,,"song hau 3","https://kcn-kkt.com/kcn/kcn-song-hau-3","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-song-hau-ii","KCN Sông Hậu II","industrial_park","82","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-song-hau-ii","2026-09-10","Huyện Lập Võ",,,"song hau 2","https://kcn-kkt.com/kcn/kcn-song-hau-ii","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-tan-kieu","KCN Tân Kiều","industrial_park","82","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-tan-kieu","2026-09-10","Huyện Tháp Mười",,,"tan kieu","https://kcn-kkt.com/kcn/kcn-tan-kieu","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
"kcn-kkt-kcn-tan-phuoc-1","KCN Tân Phước 1","industrial_park","82","KCN-KKT discovery (unverified)","https://kcn-kkt.com/kcn/kcn-tan-phuoc-1","2026-09-10","Huyện Tân Phước",,,"tan phuoc 1","https://kcn-kkt.com/kcn/kcn-tan-phuoc-1","discovery_reported_unverified",,"unresolved",FALSE,"not_verified","needs_identity_or_location_review",,,,,,"not_reported"
